full_address_or_zip_code,zipcode,date_of_sale,sale_year,zone,cats_allowed,dogs_allowed,coop_condo,garage_exists,num_bedrooms,num_floors_in_building,num_full_bathrooms,num_half_bathrooms,num_total_rooms,dining_room_type,fuel_type,kitchen_type,community_district_num,approx_year_built,sq_footage,walk_score,maintenance_cost,parking_charges,sale_price
"150-38 Union Tpke,  Flushing NY, 11367",11367,,,3.0,1,1,2,1,0,13.0,1,0,3,3.0,3.0,5.0,28.0,,500.0,90,,0,
"150-38 Union Tpke,  Flushing NY, 11367",11367,,,3.0,1,1,2,1,2,,2,0,6,3.0,3.0,2.0,28.0,1973.0,1000.0,90,,0,
"150-40 Tahoe St,  Ozone Park NY, 11417",11417,,,8.0,1,1,2,0,2,3.0,2,0,5,5.0,3.0,4.0,27.0,1985.0,,73,,0,
"150-43 Village Rd,  Briarwood NY, 11432",11432,,,4.0,0,0,1,1,2,1.0,1,0,5,5.0,3.0,2.0,28.0,1948.0,,85,1283.0,75,
"150-46 Village Rd,  Jamaica NY, 11432",11432,,,4.0,1,1,1,0,2,2.0,1,0,4,,3.0,2.0,28.0,1948.0,,83,1312.0,0,
"150-72 Village Rd,  Kew Garden Hills NY, 11367",11367,,,3.0,0,0,1,0,2,,1,0,4,3.0,1.0,2.0,28.0,1950.0,,88,1312.0,75,
"150-77 70th Rd,  Kew Garden Hills NY, 11367",11367,,,3.0,0,0,1,0,1,,1,0,3,5.0,1.0,5.0,25.0,1952.0,650.0,87,627.0,0,
"150-77 Village Rd,  Briarwood NY, 11435",11435,,,4.0,1,1,1,0,2,2.0,1,0,5,5.0,,2.0,28.0,1950.0,1000.0,87,1310.0,75,
"151-25 88th St,  Howard Beach NY, 11414",11414,,,8.0,1,0,1,0,2,6.0,2,0,5,3.0,3.0,2.0,27.0,1960.0,1100.0,77,1000.0,0,
"151-31 88 St,  Howard Beach NY, 11414",11414,,,8.0,1,0,1,0,1,6.0,1,0,3,,1.0,2.0,27.0,1960.0,,77,675.0,0,
"151-33 78 St,  Howard Beach NY, 11414",11414,,,8.0,0,0,2,0,3,2.0,2,0,6,3.0,3.0,4.0,27.0,1982.0,,75,,0,
"151-35 84th St, Howard Beach NY, 11414",11414,,,8.0,0,0,2,0,1,5.0,1,0,4,,3.0,2.0,27.0,1966.0,750.0,76,,0,
"151-37 78 Street St,  Howard Beach NY, 11414",11414,,,8.0,0,0,2,1,3,,2,0,6,5.0,3.0,4.0,27.0,,,75,,0,
"151-40 88th St,  Howard Beach NY, 11414",11414,,,8.0,1,0,1,0,1,6.0,1,0,4,,3.0,2.0,27.0,1965.0,,77,670.0,0,
"152-18 Union Tpke,  Flushing NY, 11367",11367,,,3.0,0,0,2,0,2,12.0,1,0,5,3.0,3.0,2.0,25.0,1973.0,,90,,0,
"152-18 Union Tpke,  Flushing NY, 11367",11367,,,3.0,1,1,2,1,2,13.0,1,0,5,3.0,5.0,2.0,28.0,1973.0,,90,,0,
"152-18 Union Turnpike Tpke,  Flushing NY, 11367",11367,,,3.0,0,0,2,1,2,,2,0,5,,5.0,5.0,25.0,1973.0,1002.0,90,641.0,0,
"152-47 Jewel Ave,  Flushing NY, 11367",11367,,,3.0,1,0,1,0,1,2.0,1,0,3,,3.0,5.0,25.0,1946.0,,86,,0,
"152-72 Melbourne Ave,  Flushing NY, 11367",11367,,,3.0,0,0,2,0,1,,1,0,3,3.0,3.0,4.0,25.0,1963.0,767.0,85,,0,
"153-25 88 St,  Howard Beach NY, 11414",11414,,,8.0,0,0,1,0,1,6.0,1,0,4,3.0,1.0,2.0,27.0,1963.0,,85,718.0,30,
"153-25 88th St,  Howard Beach NY, 11414",11414,,,8.0,1,0,1,0,2,6.0,2,0,5,5.0,3.0,2.0,27.0,1965.0,,77,1007.0,15,
"153-25 88th St,  Howard Beach NY, 11414",11414,,,8.0,0,0,1,0,1,6.0,1,0,3,,1.0,2.0,27.0,1965.0,,77,782.0,0,
"155-24 84 St,  Howard Beach NY, 11414",11414,,,8.0,1,1,1,0,2,2.0,1,0,5,5.0,3.0,2.0,27.0,1950.0,,77,672.0,0,
"155-26 79th St,  Howard Beach NY, 11414",11414,,,8.0,0,0,2,0,2,,1,0,5,,1.0,1.0,27.0,1960.0,,67,,0,
"156-05 77th St,  Howard Beach NY, 11414",11414,,,8.0,1,1,2,0,6,3.0,3,0,14,5.0,3.0,4.0,27.0,1979.0,2871.0,55,,0,
"156-40 80th St,  Howard Beach NY, 11414",11414,,,8.0,1,1,2,1,5,3.0,3,0,13,,3.0,4.0,27.0,1979.0,,57,,0,
"160-10 89 Ave,  Jamaica NY, 11432",11432,,,4.0,0,0,1,0,0,,1,0,2,3.0,1.0,5.0,28.0,1962.0,,99,527.0,0,
"160-10 89th Ave,  Jamaica NY, 11432",11432,,,4.0,0,0,1,0,0,15.0,1,0,3,4.0,1.0,2.0,28.0,1961.0,,99,504.0,50,
"160-15 Powells Cove Blvd,  Beechhurst NY, 11357",11357,,,2.0,0,0,1,0,0,3.0,1,0,0,,3.0,2.0,25.0,1928.0,,59,467.0,0,
"160-24 Cross Island Pkw,  Whitestone NY, 11357",11357,,,2.0,1,0,1,0,2,2.0,1,0,5,5.0,1.0,2.0,25.0,1950.0,,76,975.0,0,
"160-38 16th Ave,  Whitestone NY, 11357",11357,,,2.0,1,0,1,1,3,2.0,1,0,4,3.0,3.0,5.0,25.0,1950.0,900.0,76,981.0,20,
"162-10 Powells Cove Blvd,  Beechhurst NY, 11357",11357,,,2.0,1,0,1,0,3,9.0,1,0,5,3.0,1.0,2.0,25.0,1953.0,,34,1398.0,60,
"162-10 Powells Cove Blvd,  Beechhurst NY, 11357",11357,,,2.0,0,0,1,0,1,,1,0,3,3.0,1.0,2.0,25.0,1953.0,,45,895.0,60,
"162-10 Powells Cove Blvd,  Beechhurst NY, 11357",11357,,,2.0,0,0,1,0,2,,1,0,5,3.0,1.0,2.0,25.0,1953.0,,45,1087.0,60,
"162-41 Powells Cove Blvd,  Beechhurst NY, 11357",11357,,,2.0,1,1,1,1,1,6.0,1,0,3,3.0,3.0,4.0,25.0,1958.0,,32,900.0,0,
"164-20 Highland Ave,  Jamaica Hills NY, 11432",11432,,,4.0,0,0,1,0,0,9.0,1,0,1,4.0,4.0,5.0,28.0,1958.0,550.0,97,530.0,0,
"164-20 Highland Ave,  Jamaica Hills NY, 11432",11432,,,4.0,0,0,1,0,1,9.0,1,0,4,4.0,1.0,2.0,28.0,1958.0,800.0,97,780.0,0,
"16-44 200 St,  Bayside NY, 11360",11360,,,2.0,1,0,1,1,2,2.0,1,0,4,5.0,3.0,2.0,26.0,1950.0,715.0,66,923.0,20,
"166-25 Powells Cove Blvd,  Beechhurst NY, 11357",11357,,,2.0,0,0,1,0,3,21.0,2,0,7,5.0,3.0,4.0,25.0,1969.0,1500.0,32,2321.0,130,
"166-25 Powells Cove Blvd,  Beechhurst NY, 11357",11357,,,2.0,0,0,1,1,1,21.0,1,0,4,5.0,1.0,4.0,25.0,1963.0,1150.0,40,1288.0,123,
"166-25 Powells Cove Blvd,  Beechhurst NY, 11357",11357,,,2.0,0,0,1,0,1,21.0,1,0,1,,3.0,4.0,25.0,1962.0,1160.0,40,1351.0,133,
"166-25 Powells Cove Blvd,  Beechhurst NY, 11357",11357,,,2.0,1,0,1,0,2,20.0,2,0,4,,3.0,5.0,25.0,1962.0,1350.0,40,1725.0,133,
"166-25 Powells Cove Blvd,  Beechhurst NY, 11357",11357,,,2.0,1,0,1,0,3,21.0,3,0,7,5.0,1.0,4.0,25.0,1968.0,2400.0,40,2712.0,123,
"166-25 Powells Cove,  Beechhurst NY, 11357",11357,,,2.0,0,0,1,0,1,,1,0,4,5.0,1.0,4.0,25.0,,,32,1425.0,0,
"166-25 Powells Cove,  Beechhurst NY, 11357",11357,,,2.0,0,0,1,1,3,21.0,2,0,7,5.0,3.0,4.0,25.0,1969.0,1500.0,40,2279.0,130,
"166-31 9th Ave,  Beechhurst NY, 11357",11357,,,2.0,1,0,1,0,3,9.0,1,0,6,3.0,1.0,4.0,25.0,1953.0,,44,1461.0,70,
"166-36 137th Avenue Ave,  Rochdale NY, 11434",11434,,,4.0,0,0,2,0,3,1.0,1,0,7,,3.0,4.0,28.0,1988.0,,86,,0,
"167-05 12 Ave,  Beechhurst NY, 11357",11357,,,2.0,1,0,1,0,1,,1,0,3,3.0,1.0,2.0,25.0,1958.0,800.0,44,893.0,60,
"168-01 12 Ave,  Beechhurst NY, 11357",11357,,,2.0,1,0,1,0,2,,1,0,4,3.0,1.0,2.0,25.0,1958.0,1000.0,37,1138.0,60,
"168-03 Powells Cove Blv,  Beechhurst NY, 11357",11357,,,2.0,1,1,2,0,3,3.0,2,1,6,5.0,3.0,2.0,25.0,2000.0,2274.0,33,,0,
"170-20 Crocheron Ave,  Flushing NY, 11358",11358,,,2.0,0,0,2,0,1,3.0,1,0,3,5.0,3.0,4.0,25.0,1981.0,755.0,86,350.0,0,
"171-19 Crocheron Ave, Flushing NY 11358",11358,,,2.0,0,0,1,1,2,2.0,1,0,6,5.0,3.0,2.0,,1949.0,,86,867.0,100,
"172-70 Highland Ave,  Jamaica Estates NY, 11432",11432,,,4.0,0,0,1,0,1,,1,0,3,3.0,3.0,2.0,29.0,1960.0,,89,764.0,0,
"17-51 215th St,  Bayside NY, 11360",11360,,,2.0,0,0,1,0,3,2.0,2,1,6,5.0,1.0,4.0,26.0,1968.0,,71,2002.0,89,
"175-24 89th Ave,  Jamaica NY, 11432",11432,,,4.0,0,0,2,0,1,4.0,1,1,5,3.0,3.0,2.0,29.0,2007.0,985.0,94,,0,
"175-26 89th Ave,  Jamaica NY, 11432",11432,,,4.0,0,0,2,0,1,4.0,1,1,5,3.0,3.0,2.0,28.0,2007.0,985.0,93,,0,
"17-85 215th St,  Bayside NY, 11360",11360,,,2.0,1,1,1,0,2,17.0,2,0,5,3.0,3.0,2.0,26.0,1970.0,,72,1506.0,0,
"17-85 215th St, Bayside NY, 11360",11360,,,2.0,1,1,1,0,1,17.0,1,0,3,3.0,3.0,2.0,26.0,1970.0,,71,1066.0,0,
"18-05 215 St,  Bayside NY, 11360",11360,,,2.0,1,0,1,1,1,17.0,1,0,4,3.0,1.0,4.0,25.0,1970.0,800.0,76,767.0,135,
"18-05 215 St,  Bayside NY, 11360",11360,,,2.0,0,0,1,0,1,17.0,1,0,4,5.0,1.0,4.0,25.0,1970.0,,76,,135,
"18-05 215 St,  Bayside NY, 11360",11360,,,2.0,0,0,1,1,3,17.0,2,0,6,5.0,3.0,2.0,25.0,1970.0,,76,1417.0,135,
"18-05 215 St, Bayside NY, 11360",11360,,,2.0,0,1,1,1,1,17.0,1,0,3,,3.0,2.0,25.0,1968.0,900.0,76,1128.0,149,
"18-05 215 St, Bayside NY, 11360",11360,,,2.0,1,0,1,1,1,1.0,1,0,4,3.0,1.0,4.0,25.0,1969.0,900.0,76,1100.0,0,
"18-05 215th St,  Bayside NY, 11360",11360,,,2.0,0,0,1,1,3,,2,0,6,5.0,3.0,2.0,25.0,1970.0,,76,1627.0,135,
"18-05 215th St, Bayside NY, 11360",11360,,,2.0,0,0,1,0,1,,1,0,3,3.0,3.0,5.0,25.0,1969.0,780.0,76,914.0,0,
"18-07 212th St,  Bayside NY, 11360",11360,,,2.0,1,0,1,0,1,2.0,1,0,3,3.0,3.0,2.0,25.0,1958.0,,81,560.0,18,
"18-15 215 St,  Bayside NY, 11360",11360,,,2.0,0,0,1,1,1,17.0,1,0,3,3.0,1.0,4.0,25.0,1969.0,700.0,76,1060.0,135,
"18-15 215 St,  Bayside NY, 11360",11360,,,2.0,0,0,1,1,1,16.0,1,0,4,,3.0,5.0,25.0,1978.0,880.0,76,1134.0,135,
"18-15 215 St,  Bayside NY, 11360",11360,,,2.0,0,0,1,1,2,1.0,2,0,5,3.0,1.0,4.0,25.0,1970.0,1200.0,76,1450.0,150,
"18-15 215 St,  Bayside NY, 11360",11360,,,2.0,0,0,1,1,1,17.0,1,0,4,3.0,1.0,2.0,25.0,1970.0,,76,998.0,149,
"18-15 215 Street,  Bayside NY, 11360",11360,,,2.0,0,0,1,1,2,17.0,2,0,5,5.0,1.0,4.0,25.0,1970.0,1300.0,76,1850.0,135,
"18-15 215th St,  Bayside NY, 11360",11360,,,2.0,0,0,1,0,1,17.0,1,0,4,,3.0,2.0,25.0,1970.0,,76,969.0,0,
"18-15 215th St,  Bayside NY, 11360",11360,,,2.0,0,0,1,1,1,17.0,1,0,4,3.0,3.0,4.0,26.0,1970.0,,76,939.0,0,
"18-19 Linden St,  Ridgewood NY, 11385",11385,,,6.0,0,0,2,0,2,4.0,2,0,5,5.0,3.0,5.0,24.0,2010.0,1600.0,96,,0,
"18-40 211 St,  Bayside NY, 11360",11360,,,2.0,0,0,1,0,1,,1,0,4,3.0,3.0,4.0,26.0,1958.0,850.0,77,991.0,60,
"18-40 211 St, Bayside NY, 11360",11360,,,2.0,0,0,1,0,2,6.0,1,0,4,,3.0,2.0,26.0,1955.0,,77,1057.0,0,
"18-40 211th St,  Bayside NY, 11360",11360,,,2.0,0,0,1,0,2,1.0,1,0,5,3.0,3.0,4.0,26.0,1955.0,,77,1100.0,0,
"18-45 215th Street,  Bayside NY, 11360",11360,,,2.0,0,0,1,0,3,,2,1,6,5.0,3.0,4.0,25.0,1970.0,,76,,0,
"18-50 211th St,  Bayside NY, 11360",11360,,,2.0,0,0,1,0,1,7.0,1,0,4,,4.0,4.0,25.0,1958.0,,77,918.0,60,
"18-55 Corporal Kennedy St,  Bayside NY, 11360",11360,,,2.0,1,0,1,0,2,6.0,2,0,5,,3.0,4.0,25.0,1960.0,1300.0,69,1470.0,50,
"18-70 211th St,  Bayside NY, 11360",11360,,,2.0,0,0,1,0,2,,1,0,5,,4.0,4.0,25.0,1959.0,,77,1245.0,60,
"19 50 202nd St,  Bayside NY, 11360",11360,,,2.0,1,0,1,1,2,2.0,1,0,5,3.0,3.0,4.0,25.0,1950.0,,70,1016.0,20,
"196-22 Pompeii Ave, Holliswood NY, 11423",11423,,,4.0,0,0,1,0,1,2.0,1,0,4,,3.0,4.0,29.0,1950.0,,67,624.0,0,
"196-26 67 Ave, Fresh Meadows NY, 11365",11365,,,3.0,0,0,1,0,1,2.0,1,0,3,,1.0,2.0,26.0,1955.0,,69,641.0,0,
"196-69 69 Ave,  Fresh Meadows NY, 11365",11365,,,3.0,1,0,1,0,2,2.0,1,0,5,,1.0,2.0,26.0,1950.0,,65,965.0,0,
"19-80 Starr St,  Ridgewood NY, 11385",11385,,,6.0,0,0,2,1,2,4.0,2,0,5,3.0,3.0,2.0,24.0,2008.0,941.0,88,,0,
"199-48 19 Ave,  Whitestone NY, 11357",11357,,,2.0,1,0,1,0,2,,1,0,5,3.0,3.0,2.0,25.0,1960.0,,80,975.0,0,
"2 Bay Club Dr,  Bayside NY, 11360",11360,,,2.0,1,0,2,0,0,21.0,1,0,2,,1.0,2.0,25.0,1982.0,,82,,0,
"2 Bay Club Dr,  Bayside NY, 11360",11360,,,2.0,0,0,2,0,2,,2,0,6,5.0,1.0,4.0,26.0,1981.0,,82,,0,
"2 Bay Club,  Bayside NY, 11360",11360,,,2.0,0,0,2,0,1,,1,0,4,3.0,3.0,4.0,25.0,1982.0,,82,,0,
"2 Bayclub Dr, Bayside NY, 11360",11360,,,2.0,0,0,2,0,1,,1,0,4,5.0,3.0,4.0,25.0,1893.0,,82,,90,
"204-15 Foothill Ave,  Hollis NY, 11423",11423,,,4.0,0,0,1,0,1,7.0,1,0,3,5.0,3.0,4.0,27.0,1955.0,,82,642.0,0,
"206-11 Emily Rd,  Bayside NY, 11360",11360,,,2.0,0,0,2,1,3,3.0,2,0,6,3.0,3.0,4.0,25.0,1985.0,,53,,0,
"206-14 Emily Rd,  Bayside NY, 11360",11360,,,2.0,1,1,2,0,1,3.0,1,0,3,3.0,3.0,4.0,25.0,1982.0,700.0,53,,0,
"207-03 Estates Dr,  Bayside NY, 11360",11360,,,2.0,0,0,2,0,1,,1,0,4,3.0,3.0,4.0,25.0,1985.0,,52,389.0,0,
209-21 26 Ave Bayside NY 11360,11360,,,2.0,0,0,2,1,2,,2,0,4,3.0,3.0,5.0,26.0,1983.0,,85,596.0,0,
"209-39 23 Ave,  Bayside NY, 11360",11360,,,2.0,0,0,1,0,3,6.0,2,0,7,3.0,3.0,2.0,25.0,1960.0,,80,1668.0,25,
"209-39 23rd Ave,  Bayside NY, 11360",11360,,,2.0,0,0,1,0,3,6.0,2,0,6,5.0,1.0,4.0,26.0,1960.0,1500.0,80,1608.0,26,
"209-45 26 Ave,  Bayside NY, 11360",11360,,,2.0,0,0,2,1,1,,1,0,4,3.0,3.0,5.0,25.0,1983.0,,82,,0,
"21-05 33 St,  Astoria NY, 11105",11105,,,5.0,0,0,1,0,1,,1,0,3,3.0,3.0,4.0,30.0,1923.0,600.0,96,806.0,0,
"21-06 35 Street,  Astoria NY, 11105",11105,,,5.0,1,1,1,0,2,,1,0,5,,,4.0,30.0,1956.0,750.0,96,750.0,0,
"213-02 73 Ave,  Bayside NY, 11364",11364,,,1.0,0,0,1,0,1,,1,0,4,5.0,3.0,2.0,26.0,1955.0,,62,540.0,60,
"213-02 73 Ave,  Bayside NY, 11364",11364,,,1.0,0,0,1,0,1,,1,0,4,5.0,3.0,2.0,26.0,1955.0,,62,600.0,65,
"21-48 35 St,  Astoria NY, 11105",11105,,,5.0,0,0,1,0,3,5.0,1,0,5,,1.0,4.0,30.0,1923.0,,96,,0,
"215-35 23rd Ave,  Bayside NY, 11360",11360,,,2.0,0,0,1,1,3,2.0,2,1,6,5.0,1.0,2.0,25.0,1970.0,,72,1923.0,135,
"216-09 68th Ave,  Bayside NY, 11364",11364,,,1.0,0,0,1,0,3,2.0,1,0,6,3.0,3.0,2.0,26.0,1951.0,,75,614.0,0,
"216-10 77 Ave,  Bayside NY, 11364",11364,,,1.0,0,0,1,0,2,6.0,1,0,4,3.0,3.0,4.0,26.0,1952.0,,78,815.0,0,
"21-67 33rd St,  Astoria NY, 11105",11105,,,5.0,1,1,1,0,2,,1,0,4,,3.0,5.0,30.0,1928.0,650.0,96,904.0,0,
"216-73 68 Ave,  Bayside NY, 11364",11364,,,1.0,0,0,1,0,2,2.0,1,0,5,5.0,3.0,5.0,26.0,1950.0,,76,463.0,0,
"21-68 35th St,  Astoria NY, 11105",11105,,,5.0,0,0,1,0,3,,1,0,5,,1.0,5.0,3.0,1923.0,,96,822.0,0,
"2-17 51 Ave,  Long Island City NY, 11101",11101,,,5.0,0,0,2,0,1,1.0,1,0,3,3.0,5.0,5.0,11.0,,890.0,87,,0,
"219-11 67th Ave,  Bayside NY, 11364",11364,,,1.0,0,0,2,0,1,,1,0,3,,3.0,2.0,26.0,1983.0,,75,,0,
"219-46 64 Th Ave,  Bayside NY, 11364",11364,,,1.0,1,1,2,0,3,3.0,2,0,6,3.0,3.0,4.0,26.0,1983.0,1055.0,79,,0,
"220-55 46 Ave,  Bayside NY, 11361",11361,,,1.0,0,0,1,0,1,16.0,1,0,3,3.0,,2.0,26.0,1961.0,800.0,64,742.0,66,
"220-55 46th Ave,  Bayside NY, 11361",11361,,,1.0,0,0,1,0,1,16.0,1,0,4,3.0,3.0,2.0,26.0,1962.0,852.0,64,1054.0,0,
"220-55 46th Ave,  Bayside NY, 11361",11361,,,1.0,0,0,1,0,1,16.0,1,0,3,3.0,3.0,2.0,26.0,1962.0,,64,954.0,0,
"221-24 Manor Rd,  Queens Village NY, 11427",11427,,,7.0,0,0,1,0,2,2.0,1,0,4,4.0,3.0,2.0,26.0,1955.0,,66,661.0,0,
"221-57 Manor Rd,  Queens Village NY, 11427",11427,,,7.0,0,0,1,0,2,2.0,1,0,5,,1.0,4.0,29.0,1960.0,,66,681.0,0,
"22-26 80th St,  E. Elmhurst NY, 11370",11370,,,9.0,1,1,2,0,2,3.0,1,0,4,4.0,1.0,2.0,11.0,1948.0,,81,,0,
"222-89 Braddock Ave,  Bellerose NY, 11426",11426,,,7.0,1,0,1,0,1,5.0,1,0,4,,1.0,4.0,29.0,1964.0,,80,,0,
"224-34 Manor Rd,  Queens Village NY, 11427",11427,,,7.0,0,0,1,0,2,2.0,1,0,5,5.0,3.0,2.0,26.0,1955.0,,66,719.0,0,
"225-28 88 Ave,  Bellerose Manor NY, 11427",11427,,,7.0,0,0,1,0,2,2.0,1,0,4,5.0,1.0,5.0,26.0,1950.0,,72,628.0,18,
"225-32 88th Ave,  Queens Village NY, 11427",11427,,,7.0,0,0,1,0,2,2.0,1,0,4,4.0,1.0,5.0,29.0,1955.0,806.0,72,,0,
"225-35 88th Ave,  Queens Village NY, 11427",11427,,,7.0,0,0,1,0,2,2.0,1,0,4,5.0,3.0,2.0,26.0,1955.0,,72,700.0,0,
"226-22 Kingsbury Ave,  Bayside NY, 11364",11364,,,1.0,1,1,1,0,1,1.0,1,0,3,,3.0,2.0,26.0,1955.0,,60,640.0,0,
"226-30 Kingsbury,  Bayside NY, 11364",11364,,,1.0,0,0,1,0,2,,1,0,0,,,,26.0,,,57,,0,
"227-03 88th Ave,  Queens Village NY, 11427",11427,,,7.0,0,0,1,0,2,2.0,1,0,4,5.0,3.0,5.0,26.0,1950.0,,73,660.0,18,
"23-20 Bell Blvd,  Bayside NY, 11360",11360,,,2.0,0,0,1,0,1,6.0,1,0,4,5.0,3.0,4.0,26.0,1963.0,950.0,79,1200.0,47,
"23-20 Bell Blvd,  Bayside NY, 11360",11360,,,2.0,0,0,1,0,2,1.0,2,0,5,,1.0,4.0,25.0,1963.0,1200.0,79,1394.0,47,
"23-20 Bell Blvd,  Bayside NY, 11360",11360,,,2.0,0,0,1,0,1,,1,0,4,,3.0,4.0,26.0,1963.0,,79,1245.0,47,
"23-31 31st Dr,  Astoria NY, 11102",11102,,,5.0,0,0,2,0,1,4.0,1,0,3,,3.0,5.0,30.0,2006.0,,93,218.0,0,
"23-33 W 31st Rd,  Astoria NY, 11106",11106,,,5.0,1,1,2,0,1,,1,0,3,,3.0,5.0,11.0,2017.0,,93,,0,
"234-40 131st Ave,  Rosedale NY, 11422",11422,,,7.0,0,0,1,1,2,2.0,1,0,5,,3.0,5.0,13.0,1950.0,,72,776.0,0,
"240-02 70th Ave,  Douglaston NY, 11362",11362,,,1.0,1,1,2,0,3,2.0,2,0,6,3.0,3.0,5.0,26.0,1988.0,,23,,0,
"240-02 70th Ave,  Douglaston NY, 11362",11362,,,1.0,1,1,2,0,3,3.0,2,0,6,3.0,3.0,5.0,26.0,1988.0,1250.0,23,,0,
"240-12 70th Ave,  Douglaston NY, 11362",11362,,,1.0,1,1,2,0,3,3.0,2,0,5,3.0,3.0,5.0,26.0,1987.0,1150.0,23,,0,
"242-20 Horace Harding Expy,  Douglaston NY, 11362",11362,,,1.0,0,0,1,0,1,,1,0,3,5.0,3.0,4.0,,1953.0,,78,723.0,0,
"24-39 38th St,  Astoria NY, 11103",11103,,,5.0,1,1,1,0,2,,1,0,5,3.0,1.0,4.0,30.0,1940.0,900.0,95,891.0,0,
"244-96 61st. Ave,  Douglaston NY, 11362",11362,,,1.0,1,0,1,0,2,2.0,1,0,5,5.0,1.0,4.0,26.0,1953.0,,77,1034.0,0,
"245-44 A 77 Crescent,  Bellerose NY, 11426",11426,,,7.0,1,1,1,0,2,2.0,1,0,5,3.0,3.0,4.0,26.0,1950.0,,76,701.0,0,
"247-25 76th Ave,  Bellerose NY, 11426",11426,,,7.0,1,1,1,0,3,2.0,1,0,5,3.0,3.0,2.0,,1949.0,797.0,71,767.0,0,
"247-57 77th Cres,  Bellerose NY, 11426",11426,,,7.0,1,1,1,0,1,2.0,1,0,4,4.0,3.0,4.0,26.0,1949.0,641.0,75,613.0,0,
"251-04 71st Ave,  Bellerose NY, 11426",11426,,,7.0,0,0,1,0,1,,1,0,4,3.0,,4.0,26.0,1950.0,,55,719.0,0,
"25-13 27 St,  Astoria NY, 11102",11102,,,5.0,0,0,2,0,0,8.0,1,0,2,4.0,3.0,1.0,30.0,2016.0,466.0,98,,0,
"25-13 27 St, Astoria NY, 11102",11102,,,5.0,0,0,2,0,1,8.0,1,0,3,4.0,3.0,1.0,30.0,2016.0,755.0,98,,0,
"252-46 58th Ave,  Little Neck NY, 11362",11362,,,1.0,0,0,1,0,2,1.0,1,0,5,5.0,3.0,4.0,26.0,1950.0,960.0,82,811.0,0,
"2534 Crescent St,  Astoria NY, 11103",11103,,,5.0,0,0,1,1,1,6.0,1,0,4,5.0,3.0,2.0,30.0,1965.0,,95,670.0,0,
"25-40 Shore Blvd,  Astoria NY, 11102",11102,,,5.0,0,0,2,0,1,9.0,1,0,3,3.0,,2.0,32.0,,623.0,81,,0,
"25-40 Shore Blvd,  Astoria NY, 11102",11102,,,5.0,1,1,2,0,0,,1,0,2,,5.0,1.0,32.0,1991.0,,81,,0,
"25-40 Shore Blvd,  Astoria NY, 11102",11102,,,5.0,1,1,2,0,2,23.0,2,0,4,3.0,5.0,2.0,30.0,1989.0,886.0,81,779.0,0,
"254-34 74th Ave,  Glen Oaks NY, 11004",11004,,,7.0,0,0,1,0,2,,1,0,6,,3.0,5.0,26.0,1948.0,,84,800.0,0,
"260-36 73 Ave,  Glen Oaks NY, 11004",11004,,,7.0,1,1,1,0,2,2.0,1,0,4,3.0,3.0,2.0,26.0,1950.0,,63,631.0,25,
"260-55 A Union Tnpk,  Glen Oaks NY, 11004",11004,,,7.0,1,1,1,0,2,2.0,1,0,5,3.0,3.0,4.0,26.0,1950.0,,89,702.0,0,
"260-63 Langston Ave, Glen Oaks NY, 11004",11004,,,7.0,1,1,1,0,1,2.0,1,0,3,4.0,3.0,2.0,26.0,1950.0,,36,514.0,25,
"26-10 Union St,  Flushing NY, 11354",11354,,,2.0,1,0,1,0,2,,1,0,4,5.0,3.0,4.0,25.0,1960.0,1000.0,82,764.0,25,
"26-16 Union St,  Flushing NY, 11354",11354,,,2.0,1,0,1,0,2,,1,0,4,3.0,3.0,2.0,25.0,1955.0,900.0,82,769.0,0,
"26-19 141 St,  Flushing NY, 11354",11354,,,2.0,0,0,1,0,1,,1,0,3,3.0,3.0,2.0,25.0,1950.0,,80,654.0,0,
"26-20 21 St,  Astoria NY, 11102",11102,,,5.0,0,0,2,0,1,9.0,1,0,4,,3.0,4.0,30.0,2006.0,729.0,91,,0,
"26-25 Union St, Flushing NY, 11354",11354,,,2.0,1,0,1,0,1,,1,0,4,3.0,1.0,4.0,25.0,1954.0,,85,,0,
"264-07 Langston Ave,  Glen Oaks NY, 11004",11004,,,7.0,1,1,1,0,2,2.0,1,0,4,3.0,3.0,4.0,26.0,1950.0,764.0,55,723.0,0,
"269-10 Grand Central Pky,  Floral Park NY, 11005",11005,,,7.0,0,0,1,1,2,33.0,2,1,5,5.0,3.0,2.0,26.0,1975.0,1549.0,54,2186.0,87,
"269-10 Grand Central Pky,  Floral Park NY, 11005",11005,,,7.0,0,0,1,1,1,,1,0,3,3.0,3.0,2.0,26.0,1975.0,,54,1118.0,0,
"271-10 Grand Central Pky,  Floral Park NY, 11005",11005,,,7.0,0,0,1,1,2,33.0,2,1,5,5.0,3.0,4.0,26.0,1975.0,1622.0,54,2435.0,80,
"277-08 88th Avenue Ave, Queens Village NY, 11427",11427,,,7.0,0,0,1,0,2,2.0,1,0,4,5.0,3.0,4.0,26.0,1952.0,571.0,73,661.0,0,
"28-01 Union St,  Flushing NY, 11354",11354,,,2.0,1,0,1,0,2,,1,0,4,3.0,3.0,4.0,25.0,1955.0,,86,908.0,0,
"2908 139th St,  Flushing NY, 11354",11354,,,2.0,0,0,1,0,1,,1,0,3,3.0,3.0,2.0,25.0,1960.0,,86,638.0,0,
